Date,Open,High,Low,Close,Adj Close,Volume
2017-04-28,92.290001,92.410004,91.269997,91.650002,89.724289,1801000
2017-05-01,91.83000200000001,91.860001,91.0,91.300003,89.38164499999999,970200
2017-05-02,91.449997,92.620003,91.43,92.07,90.13546,1090000
2017-05-03,92.139999,92.599998,91.949997,92.16999799999999,90.23336,1287200
2017-05-04,92.279999,92.379997,90.959999,91.0,89.087944,1013800
2017-05-05,91.209999,92.529999,91.139999,92.489998,90.546638,761800
2017-05-08,92.540001,92.75,91.309998,91.400002,89.479538,1407300
2017-05-09,91.510002,92.489998,91.510002,92.459999,90.51726500000001,724900
2017-05-10,92.660004,93.309998,92.489998,92.949997,90.996971,1118700
2017-05-11,92.529999,92.720001,91.019997,92.019997,90.086502,811400
2017-05-12,93.5,93.68,91.360001,92.5,90.556427,1370900
2017-05-15,92.510002,93.0,91.709999,92.25,90.311684,1052200
2017-05-16,92.32,92.5,91.260002,92.449997,90.50747700000001,1194900
2017-05-17,92.449997,92.449997,90.629997,91.059998,89.146683,949300
2017-05-18,91.16999799999999,92.379997,90.58000200000001,91.970001,90.03756,1238800
2017-05-19,92.269997,93.220001,91.57,92.91999799999999,90.967598,1480700
2017-05-22,93.410004,94.400002,93.230003,93.66999799999999,91.701836,1160700
2017-05-23,93.82,94.339996,92.769997,93.139999,91.182991,2478300
2017-05-24,85.610001,88.32,84.150002,85.029999,83.243378,9109700
2017-05-25,85.66999799999999,86.16999799999999,84.449997,85.82,84.01679200000001,2896300
2017-05-26,85.699997,86.230003,85.150002,86.18,84.369225,1753300
2017-05-30,86.18,86.889999,85.629997,85.93,84.12447399999999,2180300
2017-05-31,85.739998,87.059998,84.349998,86.959999,85.132828,1871600
2017-06-01,87.160004,89.83000200000001,87.010002,89.239998,87.36492199999999,2274100
2017-06-02,89.989998,90.629997,89.239998,89.989998,88.09916700000001,2957000
2017-06-05,90.0,91.349998,89.209999,91.040001,89.127098,2316000
2017-06-06,90.940002,91.790001,90.239998,91.599998,89.67533900000001,2234200
2017-06-07,92.0,92.83000200000001,91.660004,92.269997,90.331253,2041400
2017-06-08,92.269997,94.449997,92.269997,93.660004,91.69206199999999,2629000
2017-06-09,93.889999,94.75,93.160004,94.690002,92.700417,2075200
2017-06-12,94.43,94.610001,93.040001,93.139999,91.182991,2417500
2017-06-13,92.839996,92.949997,91.730003,91.839996,89.910286,1245500
2017-06-14,91.699997,91.739998,90.41999799999999,91.5,89.577438,1016800
2017-06-15,91.160004,91.360001,90.150002,91.019997,89.10752099999999,1700000
2017-06-16,90.120003,92.08000200000001,90.010002,92.08000200000001,90.64318100000001,1832600
2017-06-19,92.349998,94.18,91.900002,93.900002,92.434784,1387600
2017-06-20,93.839996,93.879997,92.199997,92.279999,90.840057,855700
2017-06-21,92.629997,92.900002,90.300003,91.309998,89.885193,1189500
2017-06-22,91.349998,91.650002,90.610001,91.43,90.003326,799300
2017-06-23,91.410004,91.839996,90.599998,91.790001,90.357712,987700
2017-06-26,91.690002,92.5,91.550003,92.309998,90.869591,674200
2017-06-27,93.33000200000001,94.58000200000001,93.33000200000001,93.690002,92.228065,1845500
2017-06-28,94.099998,94.730003,93.760002,93.889999,92.424934,1248000
2017-06-29,94.019997,94.019997,91.760002,92.519997,91.076317,1507200
2017-06-30,93.129997,94.58000200000001,92.970001,93.870003,92.405251,1831600
2017-07-03,94.389999,94.900002,93.599998,93.68,92.21820799999999,585300
2017-07-05,93.209999,93.809998,92.769997,93.07,91.617737,1531700
2017-07-06,92.730003,93.360001,91.269997,93.050003,91.59805300000001,1380400
2017-07-07,93.050003,94.5,92.629997,93.839996,92.37571700000001,1040300
2017-07-10,93.480003,93.720001,91.08000200000001,91.33000200000001,89.904884,1861200
2017-07-11,91.33000200000001,91.489998,90.239998,90.839996,89.422523,1171100
2017-07-12,91.459999,92.58000200000001,91.459999,92.459999,91.017258,1017300
2017-07-13,93.440002,94.839996,93.160004,94.040001,92.572594,1497300
2017-07-14,93.989998,94.08000200000001,91.400002,91.900002,90.465988,1087200
2017-07-17,91.900002,92.389999,91.480003,92.160004,90.721939,1911000
2017-07-18,92.0,92.400002,91.41999799999999,91.790001,90.357712,490300
2017-07-19,91.5,92.25,91.489998,91.860001,90.426613,1021900
2017-07-20,92.309998,92.769997,91.699997,92.629997,91.184601,959200
2017-07-21,92.57,93.75,92.230003,93.709999,92.247742,743200
2017-07-24,93.75,93.790001,93.220001,93.440002,91.981964,716100
2017-07-25,94.0,95.440002,93.589996,95.040001,93.556999,948100
2017-07-26,94.989998,95.5,94.339996,95.089996,93.60620899999999,809300
2017-07-27,95.300003,95.449997,94.290001,95.190002,93.704651,839900
2017-07-28,95.230003,96.489998,94.629997,96.339996,94.8367,1140600
2017-07-31,96.559998,96.940002,95.099998,95.510002,94.019661,1261700
2017-08-01,95.690002,96.139999,94.75,95.860001,94.36419699999999,924000
2017-08-02,94.809998,95.459999,91.269997,92.440002,90.997566,3405800
2017-08-03,92.5,93.32,92.459999,92.849998,91.401161,1897400
2017-08-04,93.18,93.360001,92.370003,93.0,91.54881999999999,1540000
2017-08-07,92.410004,93.07,91.489998,92.160004,90.721939,1973800
2017-08-08,92.519997,92.900002,90.870003,91.32,89.895042,2097500
2017-08-09,90.959999,91.32,90.43,91.239998,89.816284,2052200
2017-08-10,90.620003,90.949997,89.300003,89.339996,87.94593,1503300
2017-08-11,88.949997,90.68,88.760002,90.290001,88.881111,910100
2017-08-14,90.93,91.57,90.41999799999999,90.730003,89.314247,784800
2017-08-15,89.709999,90.699997,86.849998,88.110001,86.735123,1464900
2017-08-16,88.66999799999999,89.510002,87.620003,89.379997,87.985313,1040800
2017-08-17,89.099998,89.529999,88.18,88.370003,86.99108100000001,958700
2017-08-18,88.230003,88.980003,87.720001,88.029999,86.65638,1289800
2017-08-21,88.099998,88.610001,87.620003,87.82,86.44965400000001,1587600
2017-08-22,88.290001,88.879997,87.91999799999999,88.5,87.11904100000001,1174400
2017-08-23,88.059998,89.099998,87.900002,88.720001,87.33560899999999,2471500
2017-08-24,91.489998,92.5,86.309998,87.550003,86.183868,2775100
2017-08-25,87.769997,88.43,86.879997,88.0,86.62685400000001,1740300
2017-08-28,88.529999,89.68,88.529999,89.349998,87.95578,1434300
2017-08-29,88.690002,89.050003,87.809998,88.279999,86.902473,1153900
2017-08-30,88.040001,88.459999,87.459999,87.650002,86.282303,1429400
2017-08-31,88.18,91.610001,88.18,91.400002,89.973793,2117500
2017-09-01,91.400002,92.529999,90.959999,92.370003,90.928658,1487700
2017-09-05,92.989998,93.440002,91.449997,92.25,90.810532,3697600
2017-09-06,92.440002,94.279999,92.389999,93.480003,92.021339,1793200
2017-09-07,93.809998,93.970001,93.110001,93.510002,92.050873,2015600
2017-09-08,93.32,93.889999,92.5,93.160004,91.706329,1404000
2017-09-11,93.589996,95.879997,93.110001,95.599998,94.108253,1332600
2017-09-12,95.959999,97.099998,95.540001,96.480003,94.974525,1427000
2017-09-13,96.550003,97.089996,95.489998,95.510002,94.019661,2395000
2017-09-14,93.809998,94.129997,89.900002,90.949997,89.530815,4538700
2017-09-15,90.839996,90.839996,89.07,90.309998,88.900795,3932000
2017-09-18,90.800003,91.0,89.300003,89.470001,88.07390600000001,1427200
2017-09-19,89.209999,91.08000200000001,88.66999799999999,90.32,89.410309,1936400
2017-09-20,90.400002,90.449997,89.029999,89.93,89.024239,1160400
2017-09-21,90.57,90.91999799999999,89.699997,89.849998,88.945038,1131600
2017-09-22,88.519997,88.93,86.150002,87.839996,86.955292,3076700
2017-09-25,87.940002,88.58000200000001,87.870003,88.029999,87.14337900000001,1580000
2017-09-26,88.040001,89.91999799999999,88.040001,89.660004,88.756966,1148500
2017-09-27,89.889999,90.370003,89.43,89.870003,88.964844,934900
2017-09-28,90.239998,91.019997,89.75,90.940002,90.02407099999999,1193900
2017-09-29,91.489998,92.540001,91.050003,91.779999,90.85560600000001,1869200
2017-10-02,92.400002,93.449997,91.5,92.699997,91.76634200000001,1870600
2017-10-03,92.870003,93.900002,92.379997,93.019997,92.083115,1704400
2017-10-04,93.089996,95.279999,92.66999799999999,94.0,93.053246,2368000
2017-10-05,94.410004,94.83000200000001,93.760002,94.139999,93.191841,1200400
2017-10-06,94.050003,95.25,93.68,94.610001,93.657104,1297200
2017-10-09,94.620003,94.730003,92.220001,93.440002,92.49889399999999,1516900
2017-10-10,93.470001,94.25,92.769997,92.870003,91.93463100000001,797300
2017-10-11,92.779999,93.769997,92.610001,93.269997,92.330597,1107400
2017-10-12,92.910004,93.07,91.849998,92.08000200000001,91.152588,1377700
2017-10-13,92.239998,94.93,92.239998,94.400002,93.449219,1794100
2017-10-16,94.620003,95.389999,93.879997,94.690002,93.736305,1300500
2017-10-17,94.709999,95.199997,94.18,94.940002,93.983788,1664100
2017-10-18,95.099998,95.190002,93.709999,94.41999799999999,93.469009,1141100
2017-10-19,94.349998,94.68,93.0,93.599998,92.65728,822500
2017-10-20,93.93,94.639999,93.93,94.540001,93.587807,1125000
2017-10-23,94.82,95.040001,93.550003,93.66999799999999,92.72657,651900
2017-10-24,93.599998,94.059998,93.08000200000001,93.949997,93.003754,853200
2017-10-25,94.0,94.139999,92.699997,93.480003,92.53849,760600
2017-10-26,93.629997,94.620003,93.519997,94.099998,93.152237,783000
2017-10-27,93.83000200000001,94.110001,93.0,94.050003,93.102745,1013400
2017-10-30,93.839996,94.0,92.970001,93.550003,92.60778,824700
2017-10-31,93.410004,93.959999,92.91999799999999,93.620003,92.67707800000001,679300
2017-11-01,94.300003,95.309998,93.839996,93.980003,93.033455,1207200
2017-11-02,94.029999,94.18,92.57,93.010002,92.073219,891700
2017-11-03,93.0,93.230003,92.41999799999999,92.559998,91.627747,1867800
2017-11-06,92.620003,93.550003,92.5,92.989998,92.053421,740600
2017-11-07,92.93,93.16999799999999,91.809998,92.349998,91.41986800000001,933400
2017-11-08,91.989998,91.989998,90.709999,90.870003,89.954773,997800
2017-11-09,90.589996,91.290001,90.470001,91.0,90.083458,1549100
2017-11-10,91.0,92.129997,90.459999,91.57,90.64771999999999,1813600
2017-11-13,91.540001,93.470001,91.470001,93.08000200000001,92.14250899999999,1130300
2017-11-14,92.139999,93.83000200000001,92.040001,93.550003,92.60778,768000
2017-11-15,93.379997,93.389999,92.389999,92.510002,91.578262,1105600
2017-11-16,93.0,93.550003,92.32,92.940002,92.003922,1331400
2017-11-17,93.300003,95.349998,93.07,94.83000200000001,93.874886,1544200
2017-11-20,94.800003,95.440002,94.0,94.33000200000001,93.379921,1143800
2017-11-21,93.0,94.059998,91.93,93.540001,92.59788499999999,1648600
2017-11-22,93.550003,94.470001,93.5,94.089996,93.14233399999999,937900
2017-11-24,94.300003,94.739998,92.949997,93.040001,92.102913,711300
2017-11-27,93.5,94.139999,92.510002,93.290001,92.35039499999999,2207400
2017-11-28,93.379997,94.699997,92.239998,94.040001,93.092842,3338200
2017-11-29,92.699997,94.690002,90.550003,92.550003,91.617859,3331000
2017-11-30,91.860001,94.83000200000001,91.260002,94.5,93.54821,2904800
2017-12-01,95.129997,98.58000200000001,95.029999,97.25,96.270515,3090100
2017-12-04,97.629997,98.639999,95.309998,95.540001,94.577736,1993400
2017-12-05,95.410004,95.489998,93.949997,95.019997,94.062973,870200
2017-12-06,95.41999799999999,96.220001,94.879997,95.190002,94.231262,1133000
2017-12-07,95.32,96.940002,95.290001,95.519997,94.55793800000001,1374300
2017-12-08,95.540001,96.550003,95.370003,95.75,94.785622,1337500
2017-12-11,96.099998,96.879997,95.779999,96.339996,95.369675,1261600
2017-12-12,96.220001,96.839996,95.5,95.5,94.538139,1049900
2017-12-13,95.400002,96.660004,95.07,96.099998,95.13209499999999,750400
2017-12-14,97.68,100.800003,97.519997,99.339996,98.339462,2405300
2017-12-15,100.110001,101.879997,99.68,101.339996,100.319321,2506200
2017-12-18,101.93,101.93,100.010002,100.610001,99.596672,1965700
2017-12-19,100.110001,101.0,99.75,100.41999799999999,99.905075,1706300
2017-12-20,100.790001,101.160004,99.809998,100.050003,99.53698,837800
2017-12-21,100.300003,103.07,100.300003,102.459999,101.934616,1121500
2017-12-22,102.309998,102.980003,101.709999,102.839996,102.312668,853500
2017-12-26,103.0,105.41999799999999,103.0,105.199997,104.66056800000001,1084300
2017-12-27,105.290001,105.699997,104.699997,105.239998,104.700363,974200
2017-12-28,105.230003,105.230003,103.41999799999999,104.220001,103.68559300000001,760300
2017-12-29,104.739998,104.860001,103.519997,103.949997,103.416977,796800
2018-01-02,104.57,106.589996,104.540001,106.43,105.884262,1627400
2018-01-03,106.989998,108.190002,106.709999,107.029999,106.48118600000001,4659000
2018-01-04,106.349998,106.970001,105.139999,106.75,106.202621,1328500
2018-01-05,107.290001,107.440002,106.440002,106.57,106.023544,1147200
2018-01-08,106.989998,107.449997,105.709999,106.839996,106.29216000000001,2435500
2018-01-09,106.720001,107.019997,105.660004,106.540001,105.993698,772400
2018-01-10,105.940002,106.650002,104.900002,105.839996,105.29728700000001,1822700
2018-01-11,106.339996,107.790001,105.589996,107.459999,106.90898100000001,1117100
2018-01-12,108.0,108.900002,107.470001,108.459999,107.90385400000001,1119700
2018-01-16,108.989998,109.489998,106.949997,107.58000200000001,107.02836599999999,1491000
2018-01-17,106.300003,110.16999799999999,105.129997,108.989998,108.431137,2739200
2018-01-18,108.83000200000001,110.120003,107.66999799999999,108.050003,107.495956,1932600
2018-01-19,107.650002,108.5,107.18,107.769997,107.21738400000001,2535700
2018-01-22,108.019997,109.959999,107.849998,109.879997,109.316566,1301100
2018-01-23,109.0,109.769997,108.25,108.860001,108.301804,1174900
2018-01-24,108.870003,111.440002,108.559998,109.120003,108.56047099999999,1157200
2018-01-25,109.08000200000001,109.480003,108.41999799999999,109.129997,108.570412,1041000
2018-01-26,110.0,110.0,108.07,109.709999,109.147446,742300
2018-01-29,109.110001,109.650002,108.650002,109.300003,108.739548,613500
2018-01-30,108.730003,109.089996,107.68,108.519997,107.96353899999998,793300
2018-01-31,108.839996,109.260002,106.279999,106.650002,106.10313400000001,1064700
2018-02-01,106.089996,107.209999,105.300003,106.849998,106.302109,2148500
2018-02-02,106.0,107.160004,104.870003,105.510002,104.968979,1599400
2018-02-05,104.540001,105.900002,100.66999799999999,100.739998,100.223434,1554600
2018-02-06,98.779999,103.379997,98.110001,103.050003,102.521599,2605000
2018-02-07,102.91999799999999,105.400002,102.18,103.08000200000001,102.551445,974000
2018-02-08,103.220001,103.790001,99.610001,99.620003,99.109184,1220700
2018-02-09,99.989998,102.540001,98.300003,101.879997,101.35759,1858000
2018-02-12,102.16999799999999,102.589996,99.870003,100.730003,100.213493,1304200
2018-02-13,100.629997,101.32,100.389999,100.959999,100.442307,897300
2018-02-14,100.66999799999999,104.260002,100.349998,103.110001,102.581284,1257000
2018-02-15,103.349998,103.389999,101.099998,101.690002,101.168571,1282500
2018-02-16,101.209999,102.599998,101.059998,101.470001,100.949699,1314200
2018-02-20,101.089996,101.910004,100.260002,100.699997,100.18364,1268800
2018-02-21,101.050003,103.129997,101.050003,101.5,100.979538,753500
2018-02-22,101.610001,102.970001,101.5,101.790001,101.268059,944000
2018-02-23,102.199997,104.459999,102.099998,104.16999799999999,103.635849,1242000
2018-02-26,104.370003,104.480003,103.18,103.709999,103.178207,961800
2018-02-27,103.989998,105.239998,102.400002,102.400002,101.874931,692400
2018-02-28,102.650002,103.58000200000001,101.010002,101.040001,100.521904,1029200
2018-03-01,101.019997,102.050003,100.18,101.440002,100.919853,931500
2018-03-02,100.58000200000001,101.959999,100.040001,101.699997,101.178513,1195100
2018-03-05,100.970001,101.620003,100.110001,101.029999,100.511948,979700
2018-03-06,101.0,101.370003,99.800003,101.349998,100.83030699999999,966200
2018-03-07,100.599998,100.989998,99.410004,100.58000200000001,100.064262,993900
2018-03-08,100.760002,102.129997,100.41999799999999,102.089996,101.566513,1118900
2018-03-09,102.239998,102.550003,100.559998,101.760002,101.238213,1103000
2018-03-12,101.75,102.75,99.779999,100.41999799999999,99.905075,1330700
2018-03-13,100.709999,102.510002,100.709999,101.290001,100.770622,1412100
2018-03-14,101.41999799999999,102.16999799999999,100.57,101.019997,100.501999,1232400
2018-03-15,101.449997,103.349998,101.190002,102.709999,102.183334,2057700
2018-03-16,98.18,100.150002,95.0,97.510002,97.010002,8269200
2018-03-19,97.279999,98.059998,96.459999,97.620003,97.620003,2639500
2018-03-20,97.529999,98.5,97.370003,97.769997,97.769997,1560700
2018-03-21,97.91999799999999,98.91999799999999,97.019997,97.040001,97.040001,1749900
2018-03-22,96.57,97.489998,95.110001,95.160004,95.160004,1271400
2018-03-23,95.779999,96.849998,95.25,95.940002,95.940002,2556200
2018-03-26,96.66999799999999,97.83000200000001,96.269997,97.790001,97.790001,2373200
2018-03-27,97.389999,97.889999,96.129997,96.540001,96.540001,2373900
2018-03-28,97.32,99.58000200000001,96.900002,98.029999,98.029999,2017700
2018-03-29,98.639999,98.82,97.300003,97.660004,97.660004,1386100
2018-04-02,98.059998,98.41999799999999,93.720001,94.870003,94.870003,1763000
2018-04-03,94.769997,94.769997,92.769997,94.199997,94.199997,6322300
2018-04-04,93.620003,96.58000200000001,93.309998,96.559998,96.559998,4958100
2018-04-05,98.349998,99.209999,97.370003,98.120003,98.120003,2133600
2018-04-06,97.760002,98.449997,94.849998,95.58000200000001,95.58000200000001,2686800
2018-04-09,96.190002,97.58000200000001,95.989998,96.059998,96.059998,1579000
2018-04-10,97.25,98.040001,96.709999,97.519997,97.519997,1215700
2018-04-11,96.949997,98.300003,96.160004,97.699997,97.699997,670800
2018-04-12,97.980003,99.480003,97.75,98.449997,98.449997,1672700
2018-04-13,99.050003,99.800003,97.879997,99.019997,99.019997,2441900
2018-04-16,99.769997,100.279999,98.940002,99.809998,99.809998,1351400
2018-04-17,100.769997,101.75,100.25,100.519997,100.519997,1407900
2018-04-18,101.199997,101.839996,99.940002,100.0,100.0,1105800
2018-04-19,99.709999,100.059998,97.129997,98.029999,98.029999,1506100
2018-04-20,98.410004,98.860001,97.949997,98.839996,98.839996,1539100
2018-04-23,98.870003,100.510002,98.790001,100.480003,100.480003,1983000
2018-04-24,100.779999,101.32,99.019997,99.559998,99.559998,1236000
2018-04-25,99.510002,101.050003,99.190002,100.82,100.82,1190900
2018-04-26,100.790001,101.940002,100.199997,101.510002,101.510002,753000
2018-04-27,101.510002,103.379997,101.160004,103.32,103.32,1041500
2018-04-30,103.68,104.360001,102.639999,102.83000200000001,102.83000200000001,970700
2018-05-01,102.199997,102.860001,100.639999,101.589996,101.589996,793800
2018-05-02,101.209999,102.389999,100.879997,101.68,101.68,761500
2018-05-03,100.949997,102.440002,100.269997,102.32,102.32,908800
2018-05-04,101.989998,103.489998,101.029999,103.010002,103.010002,1223700
2018-05-07,103.589996,103.650002,101.089996,102.08000200000001,102.08000200000001,1456000
2018-05-08,101.529999,103.110001,101.529999,102.410004,102.410004,841100
2018-05-09,102.860001,103.57,102.360001,103.360001,103.360001,596400
2018-05-10,104.129997,104.290001,102.889999,103.58000200000001,103.58000200000001,786800
2018-05-11,103.470001,104.230003,103.220001,103.75,103.75,828600
2018-05-14,103.989998,104.379997,102.720001,102.989998,102.989998,1026500
2018-05-15,102.940002,103.230003,101.440002,101.879997,101.879997,1492900
2018-05-16,102.489998,104.410004,102.489998,104.050003,104.050003,1340000
2018-05-17,104.43,105.860001,103.68,104.18,104.18,1282200
2018-05-18,103.769997,104.83000200000001,103.139999,103.349998,103.349998,1024400
2018-05-21,103.620003,104.650002,103.019997,103.239998,103.239998,1623300
2018-05-22,103.620003,104.050003,101.18,102.239998,102.239998,1976200
2018-05-23,119.32,126.639999,116.0,126.050003,126.050003,12627000
2018-05-24,125.290001,127.099998,123.260002,126.440002,126.440002,5570800
2018-05-25,126.400002,129.929993,125.599998,129.21000700000002,129.21000700000002,2788300
2018-05-29,128.0,129.929993,126.589996,129.130005,129.130005,1859600
2018-05-30,129.41000400000001,132.0,129.28999299999998,130.699997,130.699997,2017054
